"issue_key","reporter","created"
"XD-1844","pperalta","2014-06-12T15:59:47.000+0000"
"XD-1843","pperalta","2014-06-12T15:41:16.000+0000"
"XD-1842","grussell","2014-06-12T13:14:54.000+0000"
"XD-1841","grussell","2014-06-12T13:05:19.000+0000"
"XD-1840","dturanski","2014-06-12T08:43:40.000+0000"
"XD-1839","eric.bottard","2014-06-12T06:11:17.000+0000"
"XD-1838","grenfro","2014-06-11T18:01:45.000+0000"
"XD-1837","abilan","2014-06-11T10:45:57.000+0000"
"XD-1836","eric.bottard","2014-06-11T07:27:01.000+0000"
"XD-1835","iperumal","2014-06-10T11:26:53.000+0000"
"XD-1834","mark.pollack","2014-06-10T03:45:37.000+0000"
"XD-1833","grussell","2014-06-09T14:26:10.000+0000"
"XD-1832","mark.pollack","2014-06-09T13:06:39.000+0000"
"XD-1831","mminella","2014-06-09T10:11:43.000+0000"
"XD-1830","eric.bottard","2014-06-09T09:42:21.000+0000"
"XD-1829","grenfro","2014-06-09T06:54:14.000+0000"
"XD-1828","grenfro","2014-06-09T06:44:16.000+0000"
"XD-1827","grenfro","2014-06-06T16:32:33.000+0000"
"XD-1826","hillert","2014-06-06T13:55:11.000+0000"
"XD-1825","mark.pollack","2014-06-06T12:32:19.000+0000"
"XD-1824","grussell","2014-06-06T12:11:28.000+0000"
"XD-1823","hillert","2014-06-06T12:03:06.000+0000"
"XD-1822","iperumal","2014-06-06T11:29:14.000+0000"
"XD-1821","mark.pollack","2014-06-06T11:25:04.000+0000"
"XD-1820","mark.pollack","2014-06-06T10:49:15.000+0000"
"XD-1819","mark.pollack","2014-06-06T10:41:48.000+0000"
"XD-1818","eric.bottard","2014-06-06T09:17:21.000+0000"
"XD-1817","mark.pollack","2014-06-06T08:58:51.000+0000"
"XD-1816","eric.bottard","2014-06-06T04:32:41.000+0000"
"XD-1815","hillert","2014-06-05T21:20:24.000+0000"
"XD-1814","grenfro","2014-06-05T13:44:58.000+0000"
"XD-1813","mark.pollack","2014-06-05T12:43:38.000+0000"
"XD-1812","grussell","2014-06-05T12:36:24.000+0000"
"XD-1811","iperumal","2014-06-05T08:28:44.000+0000"
"XD-1810","grenfro","2014-06-05T07:09:52.000+0000"
"XD-1809","hillert","2014-06-04T21:37:45.000+0000"
"XD-1808","hillert","2014-06-04T20:52:04.000+0000"
"XD-1807","iperumal","2014-06-04T14:10:49.000+0000"
"XD-1806","grenfro","2014-06-04T08:04:42.000+0000"
"XD-1805","dturanski","2014-06-04T05:41:53.000+0000"
"XD-1804","eric.bottard","2014-06-04T01:07:07.000+0000"
"XD-1803","iperumal","2014-06-04T01:04:19.000+0000"
"XD-1802","eric.bottard","2014-06-03T08:44:03.000+0000"
"XD-1801","mark.fisher","2014-06-03T05:34:30.000+0000"
"XD-1799","iperumal","2014-06-02T20:53:46.000+0000"
"XD-1798","grenfro","2014-06-02T16:47:23.000+0000"
"XD-1797","grenfro","2014-06-02T16:22:32.000+0000"
"XD-1796","grenfro","2014-06-02T16:19:33.000+0000"
"XD-1795","grenfro","2014-06-02T16:08:02.000+0000"
"XD-1794","iperumal","2014-06-02T14:33:45.000+0000"
"XD-1793","grenfro","2014-06-02T09:03:42.000+0000"
"XD-1792","dturanski","2014-06-02T05:43:41.000+0000"
"XD-1791","thomas.risberg","2014-06-01T05:59:50.000+0000"
"XD-1790","thomas.risberg","2014-06-01T05:47:21.000+0000"
"XD-1789","thomas.risberg","2014-06-01T05:39:17.000+0000"
"XD-1788","grussell","2014-05-30T16:18:49.000+0000"
"XD-1787","grussell","2014-05-30T16:16:54.000+0000"
"XD-1786","grussell","2014-05-30T16:14:47.000+0000"
"XD-1785","iperumal","2014-05-30T16:04:06.000+0000"
"XD-1784","iperumal","2014-05-30T15:31:50.000+0000"
"XD-1783","mark.fisher","2014-05-30T14:32:28.000+0000"
"XD-1782","pperalta","2014-05-30T14:20:30.000+0000"
"XD-1781","grenfro","2014-05-30T07:07:38.000+0000"
"XD-1780","grenfro","2014-05-29T19:27:38.000+0000"
"XD-1779","grenfro","2014-05-29T19:11:36.000+0000"
"XD-1778","iperumal","2014-05-29T10:38:29.000+0000"
"XD-1777","pperalta","2014-05-29T08:48:22.000+0000"
"XD-1776","grenfro","2014-05-29T07:46:49.000+0000"
"XD-1775","grenfro","2014-05-29T06:02:27.000+0000"
"XD-1774","hillert","2014-05-28T21:42:59.000+0000"
"XD-1773","mark.fisher","2014-05-28T18:48:14.000+0000"
"XD-1772","mark.pollack","2014-05-28T14:53:14.000+0000"
"XD-1771","grenfro","2014-05-28T09:31:07.000+0000"
"XD-1770","iperumal","2014-05-28T08:13:29.000+0000"
"XD-1769","iperumal","2014-05-27T23:26:34.000+0000"
"XD-1768","iperumal","2014-05-27T23:25:51.000+0000"
"XD-1767","iperumal","2014-05-27T22:43:56.000+0000"
"XD-1766","mark.pollack","2014-05-27T13:21:06.000+0000"
"XD-1765","mark.pollack","2014-05-27T12:40:44.000+0000"
"XD-1764","mark.pollack","2014-05-27T12:38:04.000+0000"
"XD-1763","mark.pollack","2014-05-27T12:37:22.000+0000"
"XD-1762","mark.pollack","2014-05-27T12:36:45.000+0000"
"XD-1761","mark.pollack","2014-05-27T12:35:26.000+0000"
"XD-1760","glingappa","2014-05-27T11:46:33.000+0000"
"XD-1759","grenfro","2014-05-26T07:32:36.000+0000"
"XD-1758","grenfro","2014-05-26T07:08:37.000+0000"
"XD-1757","iperumal","2014-05-23T11:33:54.000+0000"
"XD-1756","thomas.risberg","2014-05-23T11:20:25.000+0000"
"XD-1755","grenfro","2014-05-23T10:49:57.000+0000"
"XD-1754","grenfro","2014-05-23T10:27:47.000+0000"
"XD-1753","thomas.risberg","2014-05-23T06:18:07.000+0000"
"XD-1752","aracelih","2014-05-22T20:48:54.000+0000"
"XD-1751","grenfro","2014-05-22T16:33:43.000+0000"
"XD-1750","iperumal","2014-05-22T16:28:32.000+0000"
"XD-1749","mark.pollack","2014-05-22T15:18:02.000+0000"
"XD-1748","grussell","2014-05-22T09:03:53.000+0000"
"XD-1747","mark.pollack","2014-05-22T07:20:33.000+0000"
"XD-1746","grussell","2014-05-22T06:55:03.000+0000"
"XD-1745","glingappa","2014-05-21T14:09:38.000+0000"
"XD-1744","mark.pollack","2014-05-21T13:20:31.000+0000"
"XD-1743","hillert","2014-05-21T12:53:12.000+0000"
"XD-1742","grussell","2014-05-21T09:37:23.000+0000"
"XD-1741","dturanski","2014-05-21T07:47:04.000+0000"
"XD-1740","iperumal","2014-05-20T10:17:28.000+0000"
"XD-1739","pperalta","2014-05-20T09:27:56.000+0000"
"XD-1738","grenfro","2014-05-20T09:01:19.000+0000"
"XD-1737","dturanski","2014-05-20T07:20:33.000+0000"
"XD-1736","iperumal","2014-05-19T23:18:43.000+0000"
"XD-1735","grenfro","2014-05-19T19:01:14.000+0000"
"XD-1734","mark.pollack","2014-05-19T12:58:52.000+0000"
"XD-1733","mark.pollack","2014-05-19T10:50:07.000+0000"
"XD-1732","mark.pollack","2014-05-19T10:32:17.000+0000"
"XD-1731","grenfro","2014-05-19T09:30:18.000+0000"
"XD-1730","askogman","2014-05-19T01:00:59.000+0000"
"XD-1729","grenfro","2014-05-18T15:06:08.000+0000"
"XD-1728","hillert","2014-05-17T12:24:31.000+0000"
"XD-1727","iperumal","2014-05-16T12:03:38.000+0000"
"XD-1726","kparikh","2014-05-16T11:04:18.000+0000"
"XD-1725","iperumal","2014-05-16T11:03:42.000+0000"
"XD-1724","dbeauregard","2014-05-16T09:07:16.000+0000"
"XD-1723","dbeauregard","2014-05-16T09:03:29.000+0000"
"XD-1722","hillert","2014-05-16T08:21:48.000+0000"
"XD-1721","eric.bottard","2014-05-16T01:40:41.000+0000"
"XD-1720","eric.bottard","2014-05-16T01:39:54.000+0000"
"XD-1719","iperumal","2014-05-15T17:47:25.000+0000"
"XD-1718","grenfro","2014-05-15T17:38:47.000+0000"
"XD-1717","iperumal","2014-05-15T12:53:11.000+0000"
"XD-1716","mark.pollack","2014-05-15T10:40:28.000+0000"
"XD-1715","mark.pollack","2014-05-15T10:35:53.000+0000"
"XD-1714","hillert","2014-05-15T07:32:15.000+0000"
"XD-1713","mark.pollack","2014-05-15T06:42:48.000+0000"
"XD-1712","grenfro","2014-05-15T05:12:42.000+0000"
"XD-1710","grenfro","2014-05-14T13:33:45.000+0000"
"XD-1709","iperumal","2014-05-14T12:22:08.000+0000"
"XD-1708","iperumal","2014-05-14T10:50:59.000+0000"
"XD-1707","dbeauregard","2014-05-14T07:55:46.000+0000"
"XD-1706","dbeauregard","2014-05-14T07:41:46.000+0000"
"XD-1705","thomas.risberg","2014-05-14T07:24:19.000+0000"
"XD-1704","eric.bottard","2014-05-14T06:36:18.000+0000"
"XD-1703","thomas.risberg","2014-05-14T05:10:07.000+0000"
"XD-1702","thomas.risberg","2014-05-14T04:52:38.000+0000"
"XD-1701","thomas.risberg","2014-05-14T04:49:33.000+0000"
"XD-1700","mark.fisher","2014-05-13T10:50:28.000+0000"
"XD-1699","grenfro","2014-05-12T16:45:09.000+0000"
"XD-1698","grenfro","2014-05-12T16:31:46.000+0000"
"XD-1697","grenfro","2014-05-12T14:40:24.000+0000"
"XD-1696","iperumal","2014-05-12T12:37:25.000+0000"
"XD-1695","sabby","2014-05-12T09:35:57.000+0000"
"XD-1694","sabby","2014-05-12T09:29:19.000+0000"
"XD-1693","sabby","2014-05-12T09:26:39.000+0000"
"XD-1692","sabby","2014-05-12T09:08:11.000+0000"
"XD-1691","sabby","2014-05-12T08:57:58.000+0000"
"XD-1690","sabby","2014-05-12T08:49:59.000+0000"
"XD-1689","sabby","2014-05-12T08:44:39.000+0000"
"XD-1688","sabby","2014-05-12T08:34:40.000+0000"
"XD-1687","mark.pollack","2014-05-12T07:39:36.000+0000"
"XD-1686","iperumal","2014-05-12T06:50:02.000+0000"
"XD-1685","grenfro","2014-05-12T06:11:47.000+0000"
"XD-1684","sivangopal","2014-05-11T12:31:59.000+0000"
"XD-1683","grenfro","2014-05-09T14:51:28.000+0000"
"XD-1682","grenfro","2014-05-09T13:14:17.000+0000"
"XD-1681","grenfro","2014-05-09T11:33:51.000+0000"
"XD-1680","grenfro","2014-05-08T14:25:00.000+0000"
"XD-1679","grussell","2014-05-08T13:21:17.000+0000"
"XD-1678","grenfro","2014-05-08T08:59:24.000+0000"
"XD-1677","grussell","2014-05-08T08:07:23.000+0000"
"XD-1676","grenfro","2014-05-08T07:12:22.000+0000"
"XD-1675","grenfro","2014-05-07T14:40:19.000+0000"
"XD-1674","hillert","2014-05-07T13:06:20.000+0000"
"XD-1673","grenfro","2014-05-07T06:14:58.000+0000"
"XD-1672","grenfro","2014-05-07T05:23:40.000+0000"
"XD-1671","mminella","2014-05-05T19:49:34.000+0000"
"XD-1670","pperalta","2014-05-05T12:15:13.000+0000"
"XD-1669","hillert","2014-05-05T11:39:14.000+0000"
"XD-1668","iperumal","2014-05-02T23:33:45.000+0000"
"XD-1667","iperumal","2014-05-02T23:29:35.000+0000"
"XD-1666","mark.pollack","2014-05-02T13:47:04.000+0000"
"XD-1665","mark.pollack","2014-05-02T13:46:43.000+0000"
"XD-1664","iperumal","2014-05-02T11:19:12.000+0000"
"XD-1663","iperumal","2014-05-02T10:27:46.000+0000"
"XD-1662","grenfro","2014-05-02T06:19:13.000+0000"
"XD-1661","mark.pollack","2014-05-01T07:04:38.000+0000"
"XD-1660","mark.pollack","2014-04-30T22:08:27.000+0000"
"XD-1659","mark.pollack","2014-04-30T14:48:16.000+0000"
"XD-1658","mark.pollack","2014-04-30T14:46:09.000+0000"
"XD-1657","mark.pollack","2014-04-30T14:44:59.000+0000"
"XD-1656","rmeneses","2014-04-30T11:54:56.000+0000"
"XD-1655","mark.pollack","2014-04-30T06:47:27.000+0000"
"XD-1654","mark.pollack","2014-04-30T06:44:45.000+0000"
"XD-1653","grussell","2014-04-29T14:55:08.000+0000"
"XD-1652","iperumal","2014-04-29T13:30:16.000+0000"
"XD-1651","thomas.risberg","2014-04-29T12:00:45.000+0000"
"XD-1650","thomas.risberg","2014-04-29T11:58:34.000+0000"
"XD-1649","grenfro","2014-04-29T11:47:32.000+0000"
"XD-1647","mark.pollack","2014-04-29T08:46:57.000+0000"
"XD-1646","grenfro","2014-04-29T07:29:25.000+0000"
"XD-1645","grenfro","2014-04-29T06:57:28.000+0000"
"XD-1644","hillert","2014-04-28T19:26:57.000+0000"
"XD-1643","hillert","2014-04-28T14:24:27.000+0000"
"XD-1642","iperumal","2014-04-28T13:34:35.000+0000"
"XD-1641","iperumal","2014-04-25T17:16:58.000+0000"
"XD-1640","mark.pollack","2014-04-25T13:48:58.000+0000"
"XD-1639","mark.pollack","2014-04-25T13:44:50.000+0000"
"XD-1638","mark.pollack","2014-04-25T13:39:01.000+0000"
"XD-1637","iperumal","2014-04-25T11:39:55.000+0000"
"XD-1636","dbeauregard","2014-04-25T11:30:49.000+0000"
"XD-1635","dbeauregard","2014-04-25T10:59:52.000+0000"
"XD-1634","grussell","2014-04-25T10:52:23.000+0000"
"XD-1633","iperumal","2014-04-24T18:30:40.000+0000"
"XD-1632","iperumal","2014-04-24T18:29:08.000+0000"
"XD-1631","grenfro","2014-04-24T11:00:15.000+0000"
"XD-1630","mark.pollack","2014-04-24T09:12:34.000+0000"
"XD-1629","mark.pollack","2014-04-23T14:30:54.000+0000"
"XD-1628","hillert","2014-04-23T14:15:17.000+0000"
"XD-1627","hillert","2014-04-23T14:12:47.000+0000"
"XD-1626","hillert","2014-04-23T14:07:43.000+0000"
"XD-1625","hillert","2014-04-23T14:00:53.000+0000"
"XD-1624","hillert","2014-04-23T13:57:58.000+0000"
"XD-1623","hillert","2014-04-23T13:52:18.000+0000"
"XD-1622","hillert","2014-04-23T13:16:49.000+0000"
"XD-1621","hillert","2014-04-23T13:12:47.000+0000"
"XD-1620","iperumal","2014-04-23T13:09:25.000+0000"
"XD-1619","hillert","2014-04-23T13:07:05.000+0000"
"XD-1618","hillert","2014-04-23T12:58:49.000+0000"
"XD-1617","hillert","2014-04-23T12:57:12.000+0000"
"XD-1616","hillert","2014-04-23T12:52:58.000+0000"
"XD-1615","hillert","2014-04-23T12:48:56.000+0000"
"XD-1614","iperumal","2014-04-23T10:55:40.000+0000"
"XD-1613","mark.fisher","2014-04-23T09:47:57.000+0000"
"XD-1612","iperumal","2014-04-22T15:10:04.000+0000"
"XD-1611","grenfro","2014-04-22T11:40:59.000+0000"
"XD-1610","mark.pollack","2014-04-22T10:06:50.000+0000"
"XD-1609","mark.pollack","2014-04-22T09:57:51.000+0000"
"XD-1608","mark.pollack","2014-04-22T09:51:31.000+0000"
"XD-1607","mark.pollack","2014-04-22T09:46:27.000+0000"
"XD-1606","mark.pollack","2014-04-22T09:42:19.000+0000"
"XD-1605","mark.fisher","2014-04-22T08:58:12.000+0000"
"XD-1604","prietzler","2014-04-22T07:18:31.000+0000"
"XD-1603","prietzler","2014-04-22T07:02:39.000+0000"
"XD-1602","grenfro","2014-04-22T06:53:02.000+0000"
"XD-1601","iperumal","2014-04-21T17:52:37.000+0000"
"XD-1600","iperumal","2014-04-21T16:22:49.000+0000"
"XD-1599","thomas.risberg","2014-04-21T13:03:59.000+0000"
"XD-1598","iperumal","2014-04-21T12:52:58.000+0000"
"XD-1597","grussell","2014-04-19T21:19:15.000+0000"
"XD-1596","grussell","2014-04-19T12:54:07.000+0000"
"XD-1595","iperumal","2014-04-18T14:11:44.000+0000"
"XD-1594","eric.bottard","2014-04-03T08:42:33.000+0000"
"XD-1593","dturanski","2014-04-17T16:11:57.000+0000"
"XD-1592","dturanski","2014-04-17T14:48:46.000+0000"
"XD-1591","pperalta","2014-04-17T14:12:59.000+0000"
"XD-1590","pperalta","2014-04-17T14:01:00.000+0000"
"XD-1589","dturanski","2014-04-17T12:59:55.000+0000"
"XD-1588","eric.bottard","2014-04-17T08:09:16.000+0000"
"XD-1587","dturanski","2014-04-16T14:48:49.000+0000"
"XD-1586","dturanski","2014-04-16T13:01:08.000+0000"
"XD-1585","dturanski","2014-04-16T11:51:09.000+0000"
"XD-1584","thomasd","2014-04-16T07:45:21.000+0000"
"XD-1583","eric.bottard","2014-04-16T05:31:19.000+0000"
"XD-1582","thomas.risberg","2014-04-15T15:00:39.000+0000"
"XD-1581","iperumal","2014-04-15T12:44:01.000+0000"
"XD-1580","pperalta","2014-04-15T09:48:21.000+0000"
"XD-1579","mark.fisher","2014-04-15T08:57:40.000+0000"
"XD-1577","iperumal","2014-04-15T00:44:34.000+0000"
"XD-1576","thomas.risberg","2014-04-14T19:10:49.000+0000"
"XD-1575","mark.fisher","2014-04-14T14:42:10.000+0000"
"XD-1574","grenfro","2014-04-14T14:16:29.000+0000"
"XD-1573","mark.fisher","2014-04-14T11:59:02.000+0000"
"XD-1572","grenfro","2014-04-14T11:40:03.000+0000"
"XD-1571","eric.bottard","2014-04-14T09:37:21.000+0000"
"XD-1570","iperumal","2014-04-13T08:21:01.000+0000"
"XD-1569","mark.pollack","2014-04-13T08:00:35.000+0000"
"XD-1568","mark.fisher","2014-04-12T17:43:36.000+0000"
"XD-1567","grenfro","2014-04-12T11:47:20.000+0000"
"XD-1566","grenfro","2014-04-12T09:12:08.000+0000"
"XD-1565","grenfro","2014-04-12T08:21:06.000+0000"
"XD-1564","iperumal","2014-04-12T07:39:57.000+0000"
"XD-1562","grenfro","2014-04-12T06:52:36.000+0000"
"XD-1561","grenfro","2014-04-11T19:07:35.000+0000"
"XD-1560","grenfro","2014-04-11T16:28:16.000+0000"
"XD-1559","grenfro","2014-04-11T16:24:39.000+0000"
"XD-1558","mark.fisher","2014-04-11T15:45:11.000+0000"
"XD-1557","grenfro","2014-04-11T15:13:16.000+0000"
"XD-1556","grenfro","2014-04-11T13:14:10.000+0000"
"XD-1555","iperumal","2014-04-11T12:26:58.000+0000"
"XD-1554","grenfro","2014-04-11T12:11:34.000+0000"
"XD-1553","grenfro","2014-04-11T11:56:48.000+0000"
"XD-1552","dturanski","2014-04-11T11:38:04.000+0000"
"XD-1551","dturanski","2014-04-11T09:45:53.000+0000"
"XD-1550","dturanski","2014-04-11T09:24:46.000+0000"
"XD-1549","pperalta","2014-04-11T08:59:51.000+0000"
"XD-1548","pperalta","2014-04-11T08:51:41.000+0000"
"XD-1547","thomas.risberg","2014-04-11T07:41:53.000+0000"
"XD-1546","grenfro","2014-04-11T07:31:10.000+0000"
"XD-1545","grenfro","2014-04-11T06:46:53.000+0000"
"XD-1544","grenfro","2014-04-11T06:45:59.000+0000"
"XD-1543","grenfro","2014-04-11T06:27:36.000+0000"
"XD-1542","dmcintyre","2014-04-11T04:15:02.000+0000"
"XD-1541","grenfro","2014-04-10T19:29:08.000+0000"
"XD-1540","mark.fisher","2014-04-10T18:43:35.000+0000"
"XD-1539","mark.fisher","2014-04-10T17:17:45.000+0000"
"XD-1538","mark.fisher","2014-04-10T17:06:10.000+0000"
"XD-1537","iperumal","2014-04-10T14:32:26.000+0000"
"XD-1536","mminella","2014-04-10T14:10:31.000+0000"
"XD-1535","grenfro","2014-04-10T13:57:18.000+0000"
"XD-1534","grenfro","2014-04-10T13:50:26.000+0000"
"XD-1533","pperalta","2014-04-10T12:20:34.000+0000"
"XD-1532","pperalta","2014-04-10T12:19:15.000+0000"
"XD-1531","thomas.risberg","2014-04-10T11:53:23.000+0000"
"XD-1530","thomas.risberg","2014-04-10T09:53:38.000+0000"
"XD-1529","iperumal","2014-04-10T09:38:03.000+0000"
"XD-1528","iperumal","2014-04-10T09:34:38.000+0000"
"XD-1527","iperumal","2014-04-09T22:42:31.000+0000"
"XD-1526","thomas.risberg","2014-04-09T14:04:44.000+0000"
"XD-1525","dturanski","2014-04-09T12:56:03.000+0000"
"XD-1524","mark.pollack","2014-04-09T11:19:54.000+0000"
"XD-1523","mark.fisher","2014-04-09T10:33:49.000+0000"
"XD-1522","mark.fisher","2014-04-09T07:28:59.000+0000"
"XD-1521","eric.bottard","2014-04-09T05:48:11.000+0000"
"XD-1520","eric.bottard","2014-04-09T05:45:40.000+0000"
"XD-1519","mark.pollack","2014-04-08T18:20:51.000+0000"
"XD-1518","mark.fisher","2014-04-08T16:11:41.000+0000"
"XD-1517","mark.pollack","2014-04-08T16:06:29.000+0000"
"XD-1516","pperalta","2014-04-08T12:25:07.000+0000"
"XD-1515","mark.pollack","2014-04-08T10:09:48.000+0000"
"XD-1514","mark.pollack","2014-04-08T10:07:33.000+0000"
"XD-1513","mark.pollack","2014-04-08T10:06:19.000+0000"
"XD-1512","mark.pollack","2014-04-08T09:14:19.000+0000"
"XD-1511","mark.pollack","2014-04-08T09:11:01.000+0000"
"XD-1510","mark.pollack","2014-04-07T21:04:54.000+0000"
"XD-1509","mark.pollack","2014-04-07T19:48:41.000+0000"
"XD-1508","thomas.risberg","2014-04-07T15:47:31.000+0000"
"XD-1507","thomas.risberg","2014-04-07T15:45:16.000+0000"
"XD-1506","thomas.risberg","2014-04-07T15:08:30.000+0000"
"XD-1505","dbeauregard","2014-04-07T14:58:58.000+0000"
"XD-1504","mark.fisher","2014-04-07T13:26:47.000+0000"
"XD-1503","pperalta","2014-04-07T10:54:34.000+0000"
"XD-1502","pperalta","2014-04-07T10:51:45.000+0000"
"XD-1501","pperalta","2014-04-07T10:44:19.000+0000"
"XD-1500","pperalta","2014-04-07T10:41:27.000+0000"
"XD-1499","mark.pollack","2014-04-07T10:28:12.000+0000"
"XD-1498","mark.pollack","2014-04-07T10:27:23.000+0000"
"XD-1497","grenfro","2014-04-07T08:46:22.000+0000"
"XD-1496","grenfro","2014-04-07T08:38:28.000+0000"
"XD-1495","dbeauregard","2014-04-06T19:02:06.000+0000"
"XD-1494","dbeauregard","2014-04-06T16:51:16.000+0000"
"XD-1493","dbeauregard","2014-04-06T16:48:50.000+0000"
"XD-1492","dturanski","2014-04-04T14:55:51.000+0000"
"XD-1491","dturanski","2014-04-04T14:53:23.000+0000"
"XD-1490","dbeauregard","2014-04-04T08:46:31.000+0000"
"XD-1489","mark.pollack","2014-04-03T23:27:20.000+0000"
"XD-1488","mark.pollack","2014-04-03T22:18:41.000+0000"
"XD-1487","mark.pollack","2014-04-03T21:41:38.000+0000"
"XD-1486","mark.fisher","2014-04-03T19:59:11.000+0000"
"XD-1485","mark.fisher","2014-04-03T08:37:10.000+0000"
"XD-1484","mark.fisher","2014-04-03T08:35:34.000+0000"
"XD-1483","mark.fisher","2014-04-03T08:35:10.000+0000"
"XD-1482","mark.fisher","2014-04-03T08:33:34.000+0000"
"XD-1481","mark.pollack","2014-04-03T06:47:05.000+0000"
"XD-1480","mark.fisher","2014-04-02T06:25:44.000+0000"
"XD-1479","mark.fisher","2014-04-02T05:57:39.000+0000"
"XD-1478","mark.fisher","2014-04-02T05:48:45.000+0000"
"XD-1477","mark.fisher","2014-04-02T05:40:11.000+0000"
"XD-1476","mark.fisher","2014-04-02T05:34:52.000+0000"
"XD-1475","mark.fisher","2014-04-02T05:23:18.000+0000"
"XD-1474","mark.fisher","2014-04-02T05:16:50.000+0000"
"XD-1473","mark.fisher","2014-04-02T05:09:18.000+0000"
"XD-1472","prietzler","2014-04-02T04:47:34.000+0000"
"XD-1471","mark.fisher","2014-04-01T19:18:35.000+0000"
"XD-1470","mark.pollack","2014-04-01T14:26:23.000+0000"
"XD-1469","mark.pollack","2014-04-01T13:19:20.000+0000"
"XD-1468","mark.pollack","2014-04-01T07:19:01.000+0000"
"XD-1467","eric.bottard","2014-04-01T05:16:53.000+0000"
"XD-1466","mark.pollack","2014-04-01T00:18:32.000+0000"
"XD-1465","mark.pollack","2014-03-31T23:55:34.000+0000"
"XD-1464","mark.pollack","2014-03-31T21:51:51.000+0000"
"XD-1463","mark.pollack","2014-03-31T12:55:17.000+0000"
"XD-1462","mark.pollack","2014-03-31T12:31:05.000+0000"
"XD-1461","mark.pollack","2014-03-31T11:38:00.000+0000"
"XD-1460","iperumal","2014-03-31T09:28:57.000+0000"
"XD-1459","eric.bottard","2014-03-31T07:03:17.000+0000"
"XD-1458","mark.pollack","2014-03-28T08:24:51.000+0000"
"XD-1457","grenfro","2014-03-28T07:28:24.000+0000"
"XD-1456","grenfro","2014-03-28T07:13:51.000+0000"
"XD-1455","grenfro","2014-03-28T07:11:05.000+0000"
"XD-1454","grenfro","2014-03-28T06:22:16.000+0000"
"XD-1453","grussell","2014-03-27T14:38:48.000+0000"
"XD-1452","eric.bottard","2014-03-27T07:19:07.000+0000"
"XD-1451","mark.pollack","2014-03-26T15:38:23.000+0000"
"XD-1450","dturanski","2014-03-26T09:55:21.000+0000"
"XD-1449","mark.pollack","2014-03-25T19:49:29.000+0000"
"XD-1448","dbeauregard","2014-03-25T13:44:55.000+0000"
"XD-1447","mark.pollack","2014-03-25T11:03:23.000+0000"
"XD-1446","mark.pollack","2014-03-25T09:29:10.000+0000"
"XD-1445","eric.bottard","2014-03-25T09:02:47.000+0000"
"XD-1444","mark.pollack","2014-03-25T03:53:54.000+0000"
"XD-1443","mark.pollack","2014-03-25T03:53:07.000+0000"
"XD-1442","iperumal","2014-03-24T11:11:16.000+0000"
"XD-1441","eric.bottard","2014-03-24T07:55:54.000+0000"
"XD-1440","eric.bottard","2014-03-24T04:20:54.000+0000"
"XD-1439","eric.bottard","2014-03-24T04:16:15.000+0000"
"XD-1438","dbeauregard","2014-03-22T14:38:43.000+0000"
"XD-1437","mark.pollack","2014-03-21T15:28:34.000+0000"
"XD-1436","mark.pollack","2014-03-21T15:17:29.000+0000"
"XD-1435","mark.pollack","2014-03-21T15:14:34.000+0000"
"XD-1434","mark.pollack","2014-03-21T15:11:15.000+0000"
"XD-1433","mark.pollack","2014-03-21T15:02:26.000+0000"
"XD-1432","mark.pollack","2014-03-21T13:22:19.000+0000"
"XD-1431","iperumal","2014-03-20T17:11:05.000+0000"
"XD-1430","grenfro","2014-03-20T11:29:46.000+0000"
"XD-1429","dturanski","2014-03-20T09:58:28.000+0000"
"XD-1428","iperumal","2014-03-20T08:35:59.000+0000"
"XD-1427","mark.fisher","2014-03-20T04:59:57.000+0000"
"XD-1426","iperumal","2014-03-19T13:46:22.000+0000"
"XD-1425","iperumal","2014-03-19T13:44:19.000+0000"
"XD-1424","dbeauregard","2014-03-19T11:30:41.000+0000"
"XD-1423","mark.pollack","2014-03-19T05:18:18.000+0000"
"XD-1422","mark.pollack","2014-03-19T03:56:56.000+0000"
"XD-1421","mark.pollack","2014-03-19T03:54:39.000+0000"
"XD-1420","mark.pollack","2014-03-19T03:52:28.000+0000"
"XD-1419","mark.pollack","2014-03-19T03:42:22.000+0000"
"XD-1418","mark.pollack","2014-03-19T03:37:44.000+0000"
"XD-1417","mark.pollack","2014-03-19T03:26:00.000+0000"
"XD-1416","cblack","2014-03-18T17:11:35.000+0000"
"XD-1415","iperumal","2014-03-18T13:40:12.000+0000"
"XD-1414","mark.pollack","2014-03-18T13:34:16.000+0000"
"XD-1413","grenfro","2014-03-18T11:03:56.000+0000"
"XD-1412","eric.bottard","2014-03-18T09:31:44.000+0000"
"XD-1411","thomas.risberg","2014-03-18T09:24:23.000+0000"
"XD-1410","grenfro","2014-03-17T14:28:39.000+0000"
"XD-1409","dbeauregard","2014-03-17T13:27:57.000+0000"
"XD-1408","iperumal","2014-03-17T12:34:22.000+0000"
"XD-1407","mark.pollack","2014-03-17T11:06:23.000+0000"
"XD-1406","iperumal","2014-03-17T09:18:32.000+0000"
"XD-1405","iperumal","2014-03-17T08:30:20.000+0000"
"XD-1404","mark.pollack","2014-03-17T06:05:47.000+0000"
"XD-1403","mark.pollack","2014-03-14T12:25:47.000+0000"
"XD-1402","mark.pollack","2014-03-14T12:18:52.000+0000"
"XD-1401","mark.pollack","2014-03-14T12:13:28.000+0000"
