"issue_key","issuetype","sprint_name","created","reporter","assignee","summary","description","storypoints","Tinprogress_proportion","Tassignee_proportion","Tsprint_proportion","isValid_inprogress","isValid_sprint","isValid_assignee","T1","T2","T3","T4","T5","T_sp_first","T_sp_second","T_sprint","T_sprint_plus_1hr","T_assignee","T_assignee_plus_1hr","T_inprogress","T_inprogress_plus_1hr","sp_estimator","T_infochange_start","T_sp","T_sp_year","T_sp_last","T_sp_after_sprint","last_summary","last_description","firststorypoints","sp_change","sp_sprint","sp_change_count","sp_diff_percent","count_comment_before","count_summ_before","info_change"
"XD-3739","Bug","Sprint 67","2016-02-05T16:01:49.000+0000","david_geary","grussell","Incorrect refresh period for groovy scripts","All modules that allow groovy implementations (filter, script, transform, router, tcpclient) allow automatic refresh of the script when it changes. In the XD documentation it is stated that this refresh occurs every minute eg for filter at http://docs.spring.io/spring-xd/docs/1.3.0.RELEASE/reference/html/#filter ""The script is checked for updates every 60 seconds, so it may be replaced in a running system. "" 

This set up can be seen in the spring xml for the modules - eg (again for filter)

{code:xml}
<filter input-channel=""to.script"" output-channel=""output"">
	<int-groovy:script location=""${script:filter.groovy}"" script-variable-generator=""variableGenerator"" refresh-check-delay=""60""/>
</filter>
{code}

However from the spring integration documentation http://docs.spring.io/spring-integration/docs/4.2.4.RELEASE/reference/html/messaging-endpoints-chapter.html#scripting-config
it specifies that the refresh-check-delay parameter is actually in milliseconds - ie the above XD configuration would recheck the script every 60 milliseconds which may be a performance concern as it will be checking the lastmodified time of the script file. 

Ideally this parameter would be configurable - in our case we would usually eliminate the refresh check altogether (set to -1) as our scripts will not change (or if they did a redeploy of the module would pick it up)

",5.0,0.0026753921355914,0.002287723507715,0.0014725026482712,True,True,True,1454688109000.0,1454689786000.0,1454693386000.0,1455314033000.0,1455314933000.0,1454688109000.0,-1.0,1454689032000.0,1454692632000.0,1454689543000.0,1454693143000.0,1454689786000.0,1454693386000.0,"david_geary",1454692632000.0,1454688109000.0,46,1454688109000.0,-1.0,"Incorrect refresh period for groovy scripts","All modules that allow groovy implementations (filter, script, transform, router, tcpclient) allow automatic refresh of the script when it changes. In the XD documentation it is stated that this refresh occurs every minute eg for filter at http://docs.spring.io/spring-xd/docs/1.3.0.RELEASE/reference/html/#filter ""The script is checked for updates every 60 seconds, so it may be replaced in a running system. "" 

This set up can be seen in the spring xml for the modules - eg (again for filter)

{code:xml}
<filter input-channel=""to.script"" output-channel=""output"">
	<int-groovy:script location=""${script:filter.groovy}"" script-variable-generator=""variableGenerator"" refresh-check-delay=""60""/>
</filter>
{code}

However from the spring integration documentation http://docs.spring.io/spring-integration/docs/4.2.4.RELEASE/reference/html/messaging-endpoints-chapter.html#scripting-config
it specifies that the refresh-check-delay parameter is actually in milliseconds - ie the above XD configuration would recheck the script every 60 milliseconds which may be a performance concern as it will be checking the lastmodified time of the script file. 

Ideally this parameter would be configurable - in our case we would usually eliminate the refresh check altogether (set to -1) as our scripts will not change (or if they did a redeploy of the module would pick it up)

",5.0,False,5.0,0,0.0,-1,2,False
"XD-3738","Improvement","Sprint 67","2016-02-03T09:40:05.000+0000","dturanski","dturanski","As a user I would like to encrypt secret information in XD configuration files","Spring XD keeps passwords in text files such sas servers.yml, properties files, and module configuration files. Some users have requested a way to store encrypted values rather than clear text.  XD should provide a ""hook"" for users to provide a custom component to detect encrypted property values and decrypt them during container, admin, and module initialization.",2.0,0.40521967226857,0.0,0.0,True,True,True,1454492405000.0,1454956465000.0,1454960065000.0,1455636711000.0,1455637611000.0,1454492405000.0,-1.0,1454492405000.0,1454496005000.0,1454492405000.0,1454496005000.0,1454956465000.0,1454960065000.0,"dturanski",1454496005000.0,1454492405000.0,46,1454492405000.0,-1.0,"Encrypt secret information in XD configuration files","Spring XD keeps passwords in text files such sas servers.yml, properties files, and module configuration files. Some users have requested a way to store encrypted values rather than clear text.  XD should provide a ""hook"" for users to provide a custom component to detect encrypted property values and decrypt them during container, admin, and module initialization.",2.0,False,2.0,0,0.0,-1,0,True
"XD-3737","Bug","Sprint 67","2016-02-02T17:52:11.000+0000","hillert","hillert","REST - Do not redirect after logout","In the following PR we removed the *RestLogoutSuccessHandler*. 

https://github.com/spring-projects/spring-xd/pull/1562

This is necessary, though, for REST calls and the Admin UI. Otherwise some weird UI behavior might occur due to the HTTP redirect.",1.0,0.0002771707265071,9.594371302169392e-05,0.0036245402697084,True,True,True,1454435531000.0,1454435557000.0,1454439157000.0,1454528436000.0,1454529336000.0,1454435531000.0,-1.0,1454435871000.0,1454439471000.0,1454435540000.0,1454439140000.0,1454435557000.0,1454439157000.0,"hillert",1454439471000.0,1454435531000.0,46,1454435531000.0,-1.0,"REST - Do not redirect after logout","In the following PR we removed the *RestLogoutSuccessHandler*. 

https://github.com/spring-projects/spring-xd/pull/1562

This is necessary, though, for REST calls and the Admin UI. Otherwise some weird UI behavior might occur due to the HTTP redirect.",1.0,False,1.0,0,0.0,0,0,False
"XD-3736","Improvement","Sprint 67","2016-02-01T19:00:42.000+0000","grussell","grussell","Rabbit Pub/Sub Consumers Should Support Concurrency","PubSub consumers can support concurrency since the threads are competing consumers on the queue.

",2.0,0.0016064983638672,0.0,0.0,True,True,True,1454353242000.0,1454354787000.0,1454358387000.0,1455314061000.0,1455314961000.0,1454353242000.0,-1.0,1454353242000.0,1454356842000.0,1454353242000.0,1454356842000.0,1454354787000.0,1454358387000.0,"grussell",1454356842000.0,1454353242000.0,46,1454353242000.0,-1.0,"Rabbit Pub/Sub Consumers Should Support Concurrency","PubSub consumers can support concurrency since the threads are competing consumers on the queue.

",2.0,False,2.0,0,0.0,-1,1,False
"XD-3734","Bug","Sprint 65","2016-01-15T19:55:40.000+0000","grussell","grussell","AutoBindDLQ Incompatible with Partitioned Streams (Producer Side).","See http://stackoverflow.com/questions/34817906/spring-xd-rabbitmq-partitioned-stream-deployment-in-failure",1.0,0.000754759578999,0.000754759578999,0.0001565549345085,True,True,True,1452887740000.0,1452889572000.0,1452893172000.0,1455314103000.0,1455315003000.0,1452887740000.0,-1.0,1452888120000.0,1452891720000.0,1452889572000.0,1452893172000.0,1452889572000.0,1452893172000.0,"grussell",1452891720000.0,1452887740000.0,46,1452887740000.0,-1.0,"AutoBindDLQ Incompatible with Partitioned Streams (Producer Side).","See http://stackoverflow.com/questions/34817906/spring-xd-rabbitmq-partitioned-stream-deployment-in-failure",1.0,False,1.0,0,0.0,-1,0,False
"XD-3733","Improvement","Sprint 65","2016-01-14T13:10:10.000+0000","dturanski","","Document redis pool properties in servers.yml","Add spring.redis.pool.*  properties to server.yml, commented out to show default values., e.g., 

   maxIdle: 8,
   minIdle: 0, 
   maxActive: 8,
   maxWait: -1
",1.0,0.618765698660578,0.618765698660578,0.0017600230099269,True,True,True,1452777010000.0,1454347459000.0,1454351059000.0,1455314145000.0,1455315045000.0,1452777010000.0,-1.0,1452781477000.0,1452785077000.0,1454347459000.0,1454351059000.0,1454347459000.0,1454351059000.0,"dturanski",1452785077000.0,1452777010000.0,46,1452777010000.0,-1.0,"Document redis pool properties in servers.yml","Add spring.redis.pool.*  properties to server.yml, commented out to show default values., e.g., 

   maxIdle: 8,
   minIdle: 0, 
   maxActive: 8,
   maxWait: -1
",1.0,False,1.0,0,0.0,-1,0,False
"XD-3731","Improvement","Sprint 65","2016-01-13T15:17:03.000+0000","grussell","grussell","Clean Up Compiler/Javadoc Warnings","{noformat}
/Users/grussell/Development/spring-xd/spring-xd-dirt/src/main/java/org/springframework/xd/dirt/batch/tasklet/JobLaunchingTasklet.java:96: warning: [rawtypes] found raw type: DomainRepository
			DomainRepository instanceRepository, String jobName,
			^
  missing type arguments for generic class DomainRepository<T,ID>
  where T,ID are type-variables:
    T extends Object declared in interface DomainRepository
    ID extends Serializable,Comparable<ID> declared in interface DomainRepository
/Users/grussell/Development/spring-xd/spring-xd-dirt/src/main/java/org/springframework/xd/dirt/batch/tasklet/JobLaunchingTasklet.java:116: warning: [rawtypes] found raw type: DomainRepository
			DomainRepository instanceRepository, String jobName,
			^
  missing type arguments for generic class DomainRepository<T,ID>
  where T,ID are type-variables:
    T extends Object declared in interface DomainRepository
    ID extends Serializable,Comparable<ID> declared in interface DomainRepository
/Users/grussell/Development/spring-xd/spring-xd-dirt/src/main/java/org/springframework/xd/dirt/batch/tasklet/JobLaunchingTasklet.java:127: warning: [unchecked] unchecked conversion
		this.instanceRepository = instanceRepository;
		                          ^
  required: DomainRepository<JobDefinition,String>
  found:    DomainRepository
/Users/grussell/Development/spring-xd/spring-xd-dirt/src/main/java/org/springframework/xd/dirt/module/ModuleException.java:23: warning: [serial] serializable class ModuleException has no definition of serialVersionUID
public class ModuleException extends RuntimeException {
       ^
/Users/grussell/Development/spring-xd/spring-xd-dirt/src/main/java/org/springframework/xd/dirt/module/support/ModuleDefinitionService.java:130: warning: [try] explicit call to close() on an auto-closeable resource
			target.close();
			      ^
/Users/grussell/Development/spring-xd/spring-xd-dirt/src/main/java/org/springframework/xd/dirt/stream/StreamException.java:23: warning: [serial] serializable class StreamException has no definition of serialVersionUID
public class StreamException extends RuntimeException {
       ^
/Users/grussell/.gradle/caches/modules-2/files-2.1/org.kitesdk/kite-data-core/1.0.0/512563fec38547cf446fbd221069799df1ab158d/kite-data-core-1.0.0.jar(org/kitesdk/data/DatasetDescriptor.class): warning: Cannot find annotation method 'value()' in type 'SuppressWarnings': class file for edu.umd.cs.findbugs.annotations.SuppressWarnings not found
/Users/grussell/.gradle/caches/modules-2/files-2.1/org.kitesdk/kite-data-core/1.0.0/512563fec38547cf446fbd221069799df1ab158d/kite-data-core-1.0.0.jar(org/kitesdk/data/DatasetDescriptor.class): warning: Cannot find annotation method 'justification()' in type 'SuppressWarnings'
3 warnings
/Users/grussell/Development/spring-xd/spring-xd-tuple/src/test/java/org/springframework/xd/tuple/TupleJsonMarshallerTests.java:77: warning: [unchecked] unchecked cast
		List<Tuple> body = (List<Tuple>) tuple.getValue(""body"");
		                                               ^
  required: List<Tuple>
  found:    Object
:api
/Users/grussell/Development/spring-xd/spring-xd-dirt/src/main/java/org/springframework/xd/dirt/server/admin/deployment/zk/ContainerListener.java:145: warning - Tag @link: reference not found: DepartedContainerDeployer
/Users/grussell/Development/spring-xd/spring-xd-dirt/src/main/java/org/springframework/xd/dirt/server/admin/deployment/zk/ContainerListener.java:145: warning - Tag @link: reference not found: DepartedContainerDeployer
/Users/grussell/Development/spring-xd/spring-xd-dirt/src/main/java/org/springframework/xd/dirt/job/dao/XdJdbcSearchableJobExecutionDao.java:151: warning - @return tag has no arguments.
/Users/grussell/Development/spring-xd/spring-xd-dirt/src/main/java/org/springframework/xd/dirt/job/dao/XdJdbcSearchableJobExecutionDao.java:166: warning - @return tag has no arguments.
/Users/grussell/Development/spring-xd/spring-xd-rest-domain/src/main/java/org/springframework/xd/rest/domain/JobExecutionInfoResource.java:252: warning - @return tag cannot be used in method with void return type.
/Users/grussell/Development/spring-xd/spring-xd-dirt/src/main/java/org/springframework/xd/dirt/server/admin/deployment/zk/ContainerListener.java:145: warning - Tag @link: reference not found: DepartedContainerDeployer
{noformat}",1.0,2.6750208842701893e-06,0.0,0.104764135765717,True,True,True,1452698223000.0,1452698230000.0,1452701830000.0,1455314125000.0,1455315025000.0,1452698223000.0,-1.0,1452972370000.0,1452975970000.0,1452698223000.0,1452701823000.0,1452698230000.0,1452701830000.0,"grussell",1452975970000.0,1452698223000.0,46,1452698223000.0,-1.0,"Clean Up Compiler/Javadoc Warnings","{noformat}
/Users/grussell/Development/spring-xd/spring-xd-dirt/src/main/java/org/springframework/xd/dirt/batch/tasklet/JobLaunchingTasklet.java:96: warning: [rawtypes] found raw type: DomainRepository
			DomainRepository instanceRepository, String jobName,
			^
  missing type arguments for generic class DomainRepository<T,ID>
  where T,ID are type-variables:
    T extends Object declared in interface DomainRepository
    ID extends Serializable,Comparable<ID> declared in interface DomainRepository
/Users/grussell/Development/spring-xd/spring-xd-dirt/src/main/java/org/springframework/xd/dirt/batch/tasklet/JobLaunchingTasklet.java:116: warning: [rawtypes] found raw type: DomainRepository
			DomainRepository instanceRepository, String jobName,
			^
  missing type arguments for generic class DomainRepository<T,ID>
  where T,ID are type-variables:
    T extends Object declared in interface DomainRepository
    ID extends Serializable,Comparable<ID> declared in interface DomainRepository
/Users/grussell/Development/spring-xd/spring-xd-dirt/src/main/java/org/springframework/xd/dirt/batch/tasklet/JobLaunchingTasklet.java:127: warning: [unchecked] unchecked conversion
		this.instanceRepository = instanceRepository;
		                          ^
  required: DomainRepository<JobDefinition,String>
  found:    DomainRepository
/Users/grussell/Development/spring-xd/spring-xd-dirt/src/main/java/org/springframework/xd/dirt/module/ModuleException.java:23: warning: [serial] serializable class ModuleException has no definition of serialVersionUID
public class ModuleException extends RuntimeException {
       ^
/Users/grussell/Development/spring-xd/spring-xd-dirt/src/main/java/org/springframework/xd/dirt/module/support/ModuleDefinitionService.java:130: warning: [try] explicit call to close() on an auto-closeable resource
			target.close();
			      ^
/Users/grussell/Development/spring-xd/spring-xd-dirt/src/main/java/org/springframework/xd/dirt/stream/StreamException.java:23: warning: [serial] serializable class StreamException has no definition of serialVersionUID
public class StreamException extends RuntimeException {
       ^
/Users/grussell/.gradle/caches/modules-2/files-2.1/org.kitesdk/kite-data-core/1.0.0/512563fec38547cf446fbd221069799df1ab158d/kite-data-core-1.0.0.jar(org/kitesdk/data/DatasetDescriptor.class): warning: Cannot find annotation method 'value()' in type 'SuppressWarnings': class file for edu.umd.cs.findbugs.annotations.SuppressWarnings not found
/Users/grussell/.gradle/caches/modules-2/files-2.1/org.kitesdk/kite-data-core/1.0.0/512563fec38547cf446fbd221069799df1ab158d/kite-data-core-1.0.0.jar(org/kitesdk/data/DatasetDescriptor.class): warning: Cannot find annotation method 'justification()' in type 'SuppressWarnings'
3 warnings
/Users/grussell/Development/spring-xd/spring-xd-tuple/src/test/java/org/springframework/xd/tuple/TupleJsonMarshallerTests.java:77: warning: [unchecked] unchecked cast
		List<Tuple> body = (List<Tuple>) tuple.getValue(""body"");
		                                               ^
  required: List<Tuple>
  found:    Object
:api
/Users/grussell/Development/spring-xd/spring-xd-dirt/src/main/java/org/springframework/xd/dirt/server/admin/deployment/zk/ContainerListener.java:145: warning - Tag @link: reference not found: DepartedContainerDeployer
/Users/grussell/Development/spring-xd/spring-xd-dirt/src/main/java/org/springframework/xd/dirt/server/admin/deployment/zk/ContainerListener.java:145: warning - Tag @link: reference not found: DepartedContainerDeployer
/Users/grussell/Development/spring-xd/spring-xd-dirt/src/main/java/org/springframework/xd/dirt/job/dao/XdJdbcSearchableJobExecutionDao.java:151: warning - @return tag has no arguments.
/Users/grussell/Development/spring-xd/spring-xd-dirt/src/main/java/org/springframework/xd/dirt/job/dao/XdJdbcSearchableJobExecutionDao.java:166: warning - @return tag has no arguments.
/Users/grussell/Development/spring-xd/spring-xd-rest-domain/src/main/java/org/springframework/xd/rest/domain/JobExecutionInfoResource.java:252: warning - @return tag cannot be used in method with void return type.
/Users/grussell/Development/spring-xd/spring-xd-dirt/src/main/java/org/springframework/xd/dirt/server/admin/deployment/zk/ContainerListener.java:145: warning - Tag @link: reference not found: DepartedContainerDeployer
{noformat}",1.0,False,1.0,0,0.0,-1,0,False
"XD-3730","Bug","","2016-01-08T15:53:19.000+0000","virgiled","","NPE in spring-integration when using kafka as message bus when using aggrzgation module","as stated in https://jira.spring.io/browse/INT-3908 sprint-integration in springxd can't use kafka as message bus in most case. Could it spring-xd integrat this fix for us to use it?",3.0,-1.0,-1.0,-1.0,False,False,False,1452268399000.0,-1.0,-1.0,1456687301000.0,1456688201000.0,1452268399000.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,"virgiled",-1.0,-1.0,0,1452268399000.0,-1.0,"NPE in spring-integration when using kafka as message bus when using aggrzgation module","as stated in https://jira.spring.io/browse/INT-3908 sprint-integration in springxd can't use kafka as message bus in most case. Could it spring-xd integrat this fix for us to use it?",-1.0,False,-1.0,0,-1.0,0,0,False
"XD-3725","Bug","Sprint 64","2015-12-17T18:11:37.000+0000","grussell","grussell","EmbeddedHeadersMessageConverter Buffer Overflow","See https://github.com/spring-projects/spring-xd/issues/1871",1.0,0.0018350673389927,0.0002824407991319,0.0007643454394587,True,True,True,1450375897000.0,1450377047000.0,1450380647000.0,1451001677000.0,1451002577000.0,1450375897000.0,-1.0,1450376376000.0,1450379976000.0,1450376074000.0,1450379674000.0,1450377047000.0,1450380647000.0,"grussell",1450379976000.0,1450375897000.0,45,1450375897000.0,-1.0,"EmbeddedHeadersMessageConverter Buffer Overflow","See https://github.com/spring-projects/spring-xd/issues/1871",1.0,False,1.0,0,0.0,-1,0,False
"XD-3721","Bug","Sprint 65","2015-12-14T18:40:55.000+0000","ali.iqbal@gmail.com","","XD Admin UI log out does not function properly","I am using XD 1.2.1.RELEASE. I have following environment variables 

XD_CONFIG_NAME = mycompany
And 
SPRING_PROFILE_ACTIVE= prod, admin

i have XD configuration file (mycompany-prod.yml) with following security configuration

# Config to enable security on administration endpoints (consider adding ssl)
spring:
  profiles: prod
security:
  basic:
    enabled: true # false to disable security settings (default)
    realm: SpringXD
xd:
  security:
    authentication:
      file:
        enabled: true 
        users:
          xdadmin: pwd, ROLE_ADMIN,ROLE_VIEW,ROLE_CREATE

I get a login screen, login works alright. When i logout - i still see all the tabs and contents in all the tabs. See the attached screenshot.
",1.0,0.978150350438572,0.9781489910518368,0.406031145815751,True,True,True,1450118455000.0,1454435771000.0,1454439371000.0,1454531310000.0,1454532210000.0,1450118455000.0,-1.0,1451910577000.0,1451914177000.0,1454435765000.0,1454439365000.0,1454435771000.0,1454439371000.0,"ali.iqbal@gmail.com",1451914177000.0,1450118455000.0,45,1450118455000.0,-1.0,"XD Admin UI log out does not function properly","I am using XD 1.2.1.RELEASE. I have following environment variables 

XD_CONFIG_NAME = mycompany
And 
SPRING_PROFILE_ACTIVE= prod, admin

i have XD configuration file (mycompany-prod.yml) with following security configuration

# Config to enable security on administration endpoints (consider adding ssl)
spring:
  profiles: prod
security:
  basic:
    enabled: true # false to disable security settings (default)
    realm: SpringXD
xd:
  security:
    authentication:
      file:
        enabled: true 
        users:
          xdadmin: pwd, ROLE_ADMIN,ROLE_VIEW,ROLE_CREATE

I get a login screen, login works alright. When i logout - i still see all the tabs and contents in all the tabs. See the attached screenshot.
",1.0,False,1.0,0,0.0,0,0,False
"XD-3718","Improvement","Sprint 64","2015-12-08T14:19:48.000+0000","mbogoevici","mbogoevici","Kafka message bus must accept partitioning properties for named queues","As a user, I want to be able to provide the partitioning logic for a named destination, so that I can control the ordering of outbound messages.",1.0,0.999203989656668,1.8009283785791575e-05,0.0548189091476656,True,True,True,1449584388000.0,1456242314000.0,1456245914000.0,1456246718000.0,1456247618000.0,1449584388000.0,-1.0,1449949659000.0,1449953259000.0,1449584508000.0,1449588108000.0,1456242314000.0,1456245914000.0,"mbogoevici",1449953259000.0,1449584388000.0,45,1449584388000.0,-1.0,"Kafka message bus must accept partitioning properties for named queues","As a user, I want to be able to provide the partitioning logic for a named destination, so that I can control the ordering of outbound messages.",1.0,False,1.0,0,0.0,-1,0,False
"XD-3716","Improvement","Sprint 64","2015-12-02T23:15:01.000+0000","grussell","","Support Configuring the RabbitMessageBus MessagePropertiesConverter LongString Limit","http://stackoverflow.com/questions/34053997/passing-headerinformation-as-jsonobject-in-header-in-spring-xd",2.0,0.8442599719538045,0.8431053746200268,0.1369745239015159,True,True,True,1449098101000.0,1454346769000.0,1454350369000.0,1455314087000.0,1455314987000.0,1449098101000.0,-1.0,1449949656000.0,1449953256000.0,1454339591000.0,1454343191000.0,1454346769000.0,1454350369000.0,"grussell",1449953256000.0,1449098101000.0,45,1449098101000.0,-1.0,"Support Configuring the RabbitMessageBus MessagePropertiesConverter LongString Limit","http://stackoverflow.com/questions/34053997/passing-headerinformation-as-jsonobject-in-header-in-spring-xd",2.0,False,2.0,0,0.0,-1,0,False
